Pri Key,Restaurant Key,Restaurant,Dish,Price,Ingredients (Copy Paste),Calories,Vegan,Vegetarian,Kosher,Keto,Plant Based,Pescaterian,Gluten Free,Low Carb,Low Sodium,Low Cholesteral,Contains Peanuts,Contains Treenuts,Contains Shellfish,,,,,,,,,
301,6,Farrens,Pesto & Cheese (Cold Sandwich),$8.25 ,"Swiss, cheddar, pepperjack, cucumbers, tomatoes and cilantro feta pesto served on a baguette with tricolor tortilla chips",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
302,6,Farrens,Ground Beef Taco,$9.50 ,"Three tacos served on flour tortillas with lettuce, tomatoes, onions and shredded cheese. Sour cream and house made salsa served on the side.",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
303,6,Farrens,Chicken Taco,$9.50 ,"Three tacos served on flour tortillas with lettuce, tomatoes, onions and shredded cheese. Sour cream and house made salsa served on the side.",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
304,6,Farrens,Black Bean Burger Taco,$9.50 ,"Three tacos served on flour tortillas with lettuce, tomatoes, onions and shredded cheese. Sour cream and house made salsa served on the side.",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
305,6,Farrens,Steak Taco,$11.75 ,"Three tacos served on flour tortillas with lettuce, tomatoes, onions and shredded cheese. Sour cream and house made salsa served on the side.",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
306,6,Farrens,Blackened Ahi Tuna Taco,,"Three tacos served on flour tortillas with lettuce, tomatoes, onions and shredded cheese. Sour cream and house made salsa served on the side.",,0,0,,0,0,1,,0,,,,,,,,,,,,,,
307,6,Farrens,House Cut Fries,,Cut fresh daily,,1,1,,0,1,1,,0,,,,,,,,,,,,,,
308,6,Farrens,Fresh Fried Potato Chips With Black Truffle Sea Salt,,Regular or large,,1,1,,0,1,1,,0,,,,,,,,,,,,,,
309,6,Farrens,Mediterranean Pasta Salad,,"Chilled past with feta cheese, kalamata olives, tomatoes and balsamic vinaigrette",,0,1,,1,0,1,,1,,,,,,,,,,,,,,
310,7,Urbana Garden,Plain and simple omelette,$5.15 ,,,,,,,,,,,,,,,,,,,,,,,,
311,7,Urbana Garden,Cheese omelette,$5.75 ,,,,,,,,,,,,,,,,,,,,,,,,
312,7,Urbana Garden,Ham or bacon or sausage omelette,$6.75 ,,,,,,,,,,,,,,,,,,,,,,,,
313,7,Urbana Garden,Ham and cheese omelette,$6.95 ,,,,,,,,,,,,,,,,,,,,,,,,
314,7,Urbana Garden,Denver omelette,$7.25 ,"Made with ham, green peppers and onions",,,,,,,,,,,,,,,,,,,,,,,
315,7,Urbana Garden,Vegetarian omelette,$7.25 ,"Made with tomatoes, mushrooms, peppers and onions",,,,,,,,,,,,,,,,,,,,,,,
316,7,Urbana Garden,Greek cheese omelette,$7.45 ,"with feta cheese, green pepper, onion and tomato",,,,,,,,,,,,,,,,,,,,,,,
317,7,Urbana Garden,Spinach and feta cheese omelette,$6.95 ,,,,,,,,,,,,,,,,,,,,,,,,
318,7,Urbana Garden,Western omelette,$7.45 ,"Ham, green pepper, onion and tomato",,,,,,,,,,,,,,,,,,,,,,,
319,7,Urbana Garden,Garden omelette,$7.95 ,"With ham and cheese, mushrooms, green pepper and onion",,,,,,,,,,,,,,,,,,,,,,,
320,7,Urbana Garden,Mexican omelette,$7.95 ,"Chorizo sausage, green pepper, onion, tomatoes and cheddar cheese",,,,,,,,,,,,,,,,,,,,,,,
321,7,Urbana Garden,Meat lovers omelette,$8.95 ,"With bacon, sausage, ham and cheese",,,,,,,,,,,,,,,,,,,,,,,
322,7,Urbana Garden,House skillet,$9.75 ,"A skillet full of hash browns, mixed with ham, mushrooms, green pepper and onion, topped with American cheese and 2 eggs (any style)",,,,,,,,,,,,,,,,,,,,,,,
323,7,Urbana Garden,Athenian skillet,$9.95 ,"A mound of hash browns, topped with gyros meat, onions, green peppers and tomatoes, topped with feta cheese and 2 eggs (any style)",,,,,,,,,,,,,,,,,,,,,,,
324,7,Urbana Garden,Mexican skillet,$9.95 ,"Chorizo sausage, green peppers, onions and tomatoes piled high on hash browns and topped with cheddar cheese and 2 eggs (any style)",,,,,,,,,,,,,,,,,,,,,,,
325,7,Urbana Garden,Meat lovers skillet,$10.95 ,"Ham, bacon and sausages, piled on hash browns and topped with American cheese and 2 eggs (Any style)",,,,,,,,,,,,,,,,,,,,,,,
326,7,Urbana Garden,Country skillet,$6.95 ,"A skillet full of hash browns, topped with homemade sausage gravy and 2 eggs (any style) - Served till 11:00 am",,,,,,,,,,,,,,,,,,,,,,,
327,7,Urbana Garden,One country fresh egg - any style,$3.65 ,With potatoes $5.65,,,,,,,,,,,,,,,,,,,,,,,
328,7,Urbana Garden,"One country fresh egg - any style with bacon, ham or sausage",$5.65 ,With potatoes $7.65,,,,,,,,,,,,,,,,,,,,,,,
329,7,Urbana Garden,Two country fresh eggs - any style,$4.25 ,With potatoes $6.25,,,,,,,,,,,,,,,,,,,,,,,
330,7,Urbana Garden,"Two country fresh eggs - any style with bacon, ham or sausage",$6.25 ,With potatoes $8.25,,,,,,,,,,,,,,,,,,,,,,,
331,7,Urbana Garden,Three country fresh eggs - any style,$4.85 ,With potatoes $6.85,,,,,,,,,,,,,,,,,,,,,,,
332,7,Urbana Garden,"Three country fresh eggs - any style with bacon, ham or sausage",$6.85 ,With potatoes $8.85,,,,,,,,,,,,,,,,,,,,,,,
333,7,Urbana Garden,Minced ham with scrambled eggs,$6.25 ,With potatoes $8.25,,,,,,,,,,,,,,,,,,,,,,,
334,7,Urbana Garden,Chopped steak,$9.95 ,"We serve 2 country fresh eggs, pan fried in butter, with potatoes, toast and jelly.",,,,,,,,,,,,,,,,,,,,,,,
335,7,Urbana Garden,Rib eye steak,$12.95 ,"We serve 2 country fresh eggs, pan fried in butter, with potatoes, toast and jelly.",,,,,,,,,,,,,,,,,,,,,,,
336,7,Urbana Garden,Chicken fried steak,$10.95 ,"We serve 2 country fresh eggs, pan fried in butter, with potatoes, toast and jelly.",,,,,,,,,,,,,,,,,,,,,,,
337,7,Urbana Garden,On your way to work special,$6.95 ,"One egg (Any style) with 2 bacon strips, plus 2 pancakes. Served with butter and syrup",,,,,,,,,,,,,,,,,,,,,,,
338,7,Urbana Garden,Hercules Special,$9.25 ,"Three Eggs (Any Style) with ham, a generous portion of hash brown potatoes, toast, butter and jelly. Includes coffee.",,,,,,,,,,,,,,,,,,,,,,,
339,7,Urbana Garden,Early Bird Special,$8.25 ,"2 Eggs (Any Style), 3 bacon strips, 2 pancakes. Served with butter and syrup",,,,,,,,,,,,,,,,,,,,,,,
340,7,Urbana Garden,Big Breakfast,$9.25 ,"corned beef hash with two eggs (Any Style), potatoes, toast, butter and jelly. Includes coffee.",,,,,,,,,,,,,,,,,,,,,,,
341,7,Urbana Garden,Pancake Sandwich,$8.25 ,"Potatoes, toast, butter and jelly. Includes coffee.",,,,,,,,,,,,,,,,,,,,,,,
342,7,Urbana Garden,Short stack (2 pancakes),$4.95 ,Served with butter and syrup,,,,,,,,,,,,,,,,,,,,,,,
343,7,Urbana Garden,Short stack with 2 eggs,$6.45 ,Served with butter and syrup,,,,,,,,,,,,,,,,,,,,,,,
344,7,Urbana Garden,Three pancakes,$5.95 ,Served with butter and syrup,,,,,,,,,,,,,,,,,,,,,,,
345,7,Urbana Garden,Three pancakes with 2 eggs,$7.45 ,Served with butter and syrup,,,,,,,,,,,,,,,,,,,,,,,
346,7,Urbana Garden,Chocolate chip pancakes,$7.45 ,Served with butter and syrup,,,,,,,,,,,,,,,,,,,,,,,
347,7,Urbana Garden,Strawberry pancakes,$7.45 ,Served with butter and syrup,,,,,,,,,,,,,,,,,,,,,,,
348,7,Urbana Garden,Pecan pancakes,$7.45 ,with pecans in the butter,,,,,,,,,,,,,,,,,,,,,,,
349,7,Urbana Garden,Blueberry pancakes,$7.45 ,Served with butter and syrup,,,,,,,,,,,,,,,,,,,,,,,
350,7,Urbana Garden,Banana Pancakes,$7.45 ,Served with butter and syrup,,,,,,,,,,,,,,,,,,,,,,,
351,7,Urbana Garden,French toast (3 pcs.),$5.95 ,,,,,,,,,,,,,,,,,,,,,,,,
352,7,Urbana Garden,French toast (3 pcs.),$7.45 ,with choice of fruit,,,,,,,,,,,,,,,,,,,,,,,
353,7,Urbana Garden,Garden Special,$8.25 ,French toast (2 pcs.) with two eggs (any style) with bacon or sausage,,,,,,,,,,,,,,,,,,,,,,,
354,7,Urbana Garden,Belgium waffle (plain),$5.95 ,,,,,,,,,,,,,,,,,,,,,,,,
355,7,Urbana Garden,Strawberry waffle,$7.45 ,with whipped cream,,,,,,,,,,,,,,,,,,,,,,,
356,7,Urbana Garden,Blueberry waffle,$7.45 ,with whipped cream,,,,,,,,,,,,,,,,,,,,,,,
357,7,Urbana Garden,Pecan waffle,$7.45 ,Pecans are in the batter,,,,,,,,,,,,,,,,,,,,,,,
358,7,Urbana Garden,Banana waffle,$7.45 ,with whipped cream,,,,,,,,,,,,,,,,,,,,,,,
359,7,Urbana Garden,Waffle Ala mode,$7.45 ,with choice of ice cream,,,,,,,,,,,,,,,,,,,,,,,
360,7,Urbana Garden,Belgium Waffle (plain),$7.45 ,with two eggs (any style),,,,,,,,,,,,,,,,,,,,,,,
361,7,Urbana Garden,Denver sandwich,$5.95 ,,,,,,,,,,,,,,,,,,,,,,,,
362,7,Urbana Garden,Bacon and egg sandwich,$5.95 ,,,,,,,,,,,,,,,,,,,,,,,,
363,7,Urbana Garden,Ham and egg sandwich,$5.95 ,,,,,,,,,,,,,,,,,,,,,,,,
364,7,Urbana Garden,Sausage and egg sandwich,$5.95 ,,,,,,,,,,,,,,,,,,,,,,,,
365,7,Urbana Garden,Sausage patty sandwich,$4.75 ,,,,,,,,,,,,,,,,,,,,,,,,
366,7,Urbana Garden,"Two eggs, any style",$2.45 ,,,,,,,,,,,,,,,,,,,,,,,,
367,7,Urbana Garden,"One egg, any style",$1.85 ,,,,,,,,,,,,,,,,,,,,,,,,
368,7,Urbana Garden,Cottage cheese,$2.95 ,,,,,,,,,,,,,,,,,,,,,,,,
369,7,Urbana Garden,Hash browns,$2.95 ,,,,,,,,,,,,,,,,,,,,,,,,
370,7,Urbana Garden,French fries,$2.95 ,,,,,,,,,,,,,,,,,,,,,,,,
371,7,Urbana Garden,Bacon,$2.95 ,,,,,,,,,,,,,,,,,,,,,,,,
372,7,Urbana Garden,Sausage,$2.95 ,,,,,,,,,,,,,,,,,,,,,,,,
373,7,Urbana Garden,Ham,$2.95 ,,,,,,,,,,,,,,,,,,,,,,,,
374,7,Urbana Garden,Corned beef hash,$3.45 ,,,,,,,,,,,,,,,,,,,,,,,,
375,7,Urbana Garden,Oatmeal with milk,$3.95 ,,,,,,,,,,,,,,,,,,,,,,,,
376,7,Urbana Garden,Toast,$1.95 ,,,,,,,,,,,,,,,,,,,,,,,,
377,7,Urbana Garden,Raisin Toast,$2.10 ,,,,,,,,,,,,,,,,,,,,,,,,
378,7,Urbana Garden,English Muffin,$2.10 ,,,,,,,,,,,,,,,,,,,,,,,,
379,7,Urbana Garden,Sweet roll,$3.25 ,,,,,,,,,,,,,,,,,,,,,,,,
380,7,Urbana Garden,Pecan roll,$3.25 ,,,,,,,,,,,,,,,,,,,,,,,,
381,7,Urbana Garden,Soup of the Day,$2.95 ,Cup,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
382,7,Urbana Garden,Soup of the Day,$3.95 ,Bowl,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
383,7,Urbana Garden,Breaded Chicken Strips,$6.95 ,,,,,,,,,,,,,,,,,,,,,,,,
384,7,Urbana Garden,Breaded Mozzarella Sticks,$6.95 ,,,,,,,,,,,,,,,,,,,,,,,,
385,7,Urbana Garden,Breaded Onion Rings,$6.95 ,,,,,,,,,,,,,,,,,,,,,,,,
386,7,Urbana Garden,Side Salad,$3.95 ,,,,,,,,,,,,,,,,,,,,,,,,
387,7,Urbana Garden,Breaded Zucchini Sticks,$6.95 ,,,,,,,,,,,,,,,,,,,,,,,,
388,7,Urbana Garden,Breaded Mushrooms,$6.95 ,,,,,,,,,,,,,,,,,,,,,,,,
389,7,Urbana Garden,Bacon Cheeseburger,$6.45 ,1/3 pound prime ground beef with 2 strips of bacon and melted cheese.,,,,,,,,,,,,,,,,,,,,,,,
390,7,Urbana Garden,Cheeseburger,$5.25 ,"1/3 pound prime ground beef topped with melted American cheese, served open faced on a toasted bun.",,,,,,,,,,,,,,,,,,,,,,,
391,7,Urbana Garden,Pizza Burger,$5.95 ,1/3 pound prime ground beef topped with spaghetti sauce and melted cheese on toasted bun.,,,,,,,,,,,,,,,,,,,,,,,
392,7,Urbana Garden,House Burger,$6.95 ,"1/2 pound prime ground beef topped with bacon, sauteed mushrooms, onions and melted Swiss cheese.",,,,,,,,,,,,,,,,,,,,,,,
393,7,Urbana Garden,Beef Burger,$4.95 ,1/3 pound prime ground beef served open faced on a toasted bun.,,,,,,,,,,,,,,,,,,,,,,,
394,7,Urbana Garden,Mushroom and Swiss Burger,$6.25 ,1/3 pound prime ground beef topped with sauteed mushrooms and melted Swiss cheese.,,,,,,,,,,,,,,,,,,,,,,,
395,7,Urbana Garden,Dagwood Burger,$6.95 ,Double portion of 1/2 pound prime ground beef with melted American cheese and olives.,,,,,,,,,,,,,,,,,,,,,,,
396,7,Urbana Garden,Gyros Plate,$10.95 ,"A delicious combination of beef and lamb, served with pita bread, feta cheese, Greek olives, tomato and onion. Served with soup or 1 trip to the salad bar and fries.",,,,,,,,,,,,,,,,,,,,,,,
397,7,Urbana Garden,Patty Melt,$5.95 ,"Beef patty on grilled rye bread, American cheese and grilled onions.",,,,,,,,,,,,,,,,,,,,,,,
398,7,Urbana Garden,Turkey Melt,$5.95 ,All white meat on grilled rye with Swiss cheese.,,,,,,,,,,,,,,,,,,,,,,,
399,7,Urbana Garden,Monte Cristo,$6.75 ,Grilled ham and turkey with melted Swiss cheese between 2 slices of French toast.,,,,,,,,,,,,,,,,,,,,,,,
400,7,Urbana Garden,Beef Melt,$5.95 ,Thin slices of beef on grilled rye and American cheese.,,,,,,,,,,,,,,,,,,,,,,,
401,7,Urbana Garden,Tuna or Chicken Salad Melt,$5.95 ,On grilled rye with American cheese.,,,,,,,,,,,,,,,,,,,,,,,
402,7,Urbana Garden,Diamond Jim,$6.75 ,"Thinly sliced ham and turkey, Swiss cheese, lettuce and tomato on a flaky croissant.",,,,,,,,,,,,,,,,,,,,,,,
403,7,Urbana Garden,Chicken Croissant,$5.95 ,Choose either of our fresh salads served on a buttery croissant with lettuce and tomato.,,,,,,,,,,,,,,,,,,,,,,,
404,7,Urbana Garden,Tuna Croissant,$5.95 ,Choose either of our fresh salads served on a buttery croissant with lettuce and tomato.,,,,,,,,,,,,,,,,,,,,,,,
405,7,Urbana Garden,Sliced Turkey Croissant,$5.95 ,,,,,,,,,,,,,,,,,,,,,,,,
406,7,Urbana Garden,Grilled Chicken Croissant,$6.45 ,All white breast meat on a buttery croissant.,,,,,,,,,,,,,,,,,,,,,,,
407,7,Urbana Garden,Roast of the Town,$6.75 ,"Tender slices of roast beef with sauteed green peppers, onions and mushrooms covered with melted Swiss cheese and served on a croissant.",,,,,,,,,,,,,,,,,,,,,,,
408,7,Urbana Garden,Beef Roll-Up,$6.95 ,"Sauteed tomato, onion, green pepper, sliced roast beef and melted Swiss cheese, all rolled up in a tortilla.",,,,,,,,,,,,,,,,,,,,,,,
409,7,Urbana Garden,Beer Battered Cod Sandwich,$6.95 ,"Breaded, fried on toasted bun, with tartar sauce.",,,,,,,,,,,,,,,,,,,,,,,
410,7,Urbana Garden,Cajun Chicken Sandwich,$6.95 ,"Cajun spiced chicken breast with grilled onions, green peppers and Swiss cheese on a toasted bun.",,,,,,,,,,,,,,,,,,,,,,,
411,7,Urbana Garden,Original Kosher Corned Beef,$6.25 ,On rye bread.,,,,,,,,,,,,,,,,,,,,,,,
412,7,Urbana Garden,Gyros Sandwich,$6.45 ,"On pita bread with onions, tomatoes and our own special sauce.",,,,,,,,,,,,,,,,,,,,,,,
413,7,Urbana Garden,Baked Ham,$5.95 ,Plenty of thinly sliced ham on rye bread.,,,,,,,,,,,,,,,,,,,,,,,
414,7,Urbana Garden,BLT,$5.25 ,,,,,,,,,,,,,,,,,,,,,,,,
415,7,Urbana Garden,Denver Sandwich,$5.95 ,,,,,,,,,,,,,,,,,,,,,,,,
416,7,Urbana Garden,Chicken Salad,$4.95 ,,,,,,,,,,,,,,,,,,,,,,,,
417,7,Urbana Garden,Grilled Cheese,$3.95 ,,,,,,,,,,,,,,,,,,,,,,,,
418,7,Urbana Garden,"Grilled Cheese with Ham, Bacon or Tomato",$5.95 ,,,,,,,,,,,,,,,,,,,,,,,,
419,7,Urbana Garden,House Specialty - Pork Tenderloin Sandwich,$5.95 ,Grilled or breaded and fried on a toasted bun.,,,,,,,,,,,,,,,,,,,,,,,
420,7,Urbana Garden,House Chicken Sandwich,$6.95 ,"Grilled chicken breast topped with bacon, sauteed mushrooms, onions and Swiss cheese on a toasted bun.",,,,,,,,,,,,,,,,,,,,,,,
421,7,Urbana Garden,Reuben New Yorker,$6.95 ,"Corned beef, Swiss cheese and sauerkraut on grilled rye.",,,,,,,,,,,,,,,,,,,,,,,
422,7,Urbana Garden,Italian Beef Sandwich,$6.95 ,"Grilled Onion, Green Peppers, Pepperoncinis & Melted Swiss Cheese",,,,,,,,,,,,,,,,,,,,,,,
423,7,Urbana Garden,Grilled Chicken Breast Sandwich,$6.45 ,On a toasted bun.,,,,,,,,,,,,,,,,,,,,,,,
424,7,Urbana Garden,Sliced Turkey,$5.95 ,Tender white meat on rye bread.,,,,,,,,,,,,,,,,,,,,,,,
425,7,Urbana Garden,Ham and Egg or Bacon and Egg,$5.95 ,,,,,,,,,,,,,,,,,,,,,,,,
426,7,Urbana Garden,Tuna Salad,$4.95 ,,,,,,,,,,,,,,,,,,,,,,,,
427,7,Urbana Garden,Jumbo Hot Dog,$4.95 ,,,,,,,,,,,,,,,,,,,,,,,,
428,7,Urbana Garden,Beef Club,$6.45 ,,,,,,,,,,,,,,,,,,,,,,,,
429,7,Urbana Garden,Turkey Club,$6.65 ,,,,,,,,,,,,,,,,,,,,,,,,
430,7,Urbana Garden,Ham and Cheese Club,$6.65 ,,,,,,,,,,,,,,,,,,,,,,,,
431,7,Urbana Garden,BLT Club,$6.45 ,,,,,,,,,,,,,,,,,,,,,,,,
432,7,Urbana Garden,Tuna Salad Club,$6.45 ,,,,,,,,,,,,,,,,,,,,,,,,
433,7,Urbana Garden,Chicken Salad Club,$6.45 ,,,,,,,,,,,,,,,,,,,,,,,,
434,7,Urbana Garden,Hot Turkey Sandwich,$9.45 ,,,,,,,,,,,,,,,,,,,,,,,,
435,7,Urbana Garden,Hot Beef Sandwich,$9.45 ,,,,,,,,,,,,,,,,,,,,,,,,
436,7,Urbana Garden,Hot Pork Tenderloin Sandwich,$9.45 ,,,,,,,,,,,,,,,,,,,,,,,,
437,7,Urbana Garden,Hot Meat Loaf Sandwich,$9.45 ,,,,,,,,,,,,,,,,,,,,,,,,
438,7,Urbana Garden,Philly Steak or Chicken Sandwich,$10.95 ,"With sauteed onions, green peppers and melted Swiss cheese on a French roll.",,,,,,,,,,,,,,,,,,,,,,,
439,7,Urbana Garden,Ribeye Steak Sandwich,$12.95 ,8 oz. broiled choice ribeye on a French roll.,,,,,,,,,,,,,,,,,,,,,,,
440,7,Urbana Garden,Greek Chicken Breast,$12.95 ,"Topped with green peppers, tomatoes and onions. Served with rice (no potato).",,,,,,,,,,,,,,,,,,,,,,,
441,7,Urbana Garden,Chicken Strip Dinner (5 pieces),$10.95 ,Breaded and fried.,,,,,,,,,,,,,,,,,,,,,,,
442,7,Urbana Garden,Baby Beef Liver,$10.95 ,With grilled onions.,,,,,,,,,,,,,,,,,,,,,,,
443,7,Urbana Garden,Breaded Pork Tenderloin,$9.45 ,With brown gravy.,,,,,,,,,,,,,,,,,,,,,,,
444,7,Urbana Garden,Homemade Baked Meatloaf,$9.95 ,With brown gravy.,,,,,,,,,,,,,,,,,,,,,,,
445,7,Urbana Garden,Roast Turkey,$11.95 ,With cranberry sauce and dressing.,,,,,,,,,,,,,,,,,,,,,,,
446,7,Urbana Garden,Fried Chicken (1/4 Chicken),$8.95 ,All white meat extra.,,,,,,,,,,,,,,,,,,,,,,,
447,7,Urbana Garden,Fried Chicken (1/2 Chicken),$10.95 ,,,,,,,,,,,,,,,,,,,,,,,,
448,7,Urbana Garden,Chicken Fried Steak,$10.95 ,,,,,,,,,,,,,,,,,,,,,,,,
449,7,Urbana Garden,Spaghetti with meat sauce,$9.95 ,,,,,,,,,,,,,,,,,,,,,,,,
450,7,Urbana Garden,Ravioli with meat sauce,$9.95 ,,,,,,,,,,,,,,,,,,,,,,,,
451,7,Urbana Garden,Chicken Parmesan,$12.95 ,With spaghetti,,,,,,,,,,,,,,,,,,,,,,,
452,7,Urbana Garden,Chicken Fettuccine,$13.95 ,"Grilled chicken breast, sliced and mixed with creamy white Alfredo sauce and fettuccine noodles.",,,,,,,,,,,,,,,,,,,,,,,
453,7,Urbana Garden,Spaghetti and Ravioli Combo,$10.95 ,,,,,,,,,,,,,,,,,,,,,,,,
454,7,Urbana Garden,Baked Lasagna,$11.95 ,,,,,,,,,,,,,,,,,,,,,,,,
455,7,Urbana Garden,Shrimp Fettuccine,$14.95 ,Sauteed shrimp mixed with creamy white Alfredo sauce and fettuccine noodles.,,,,,,,,,,,,,,,,,,,,,,,
456,7,Urbana Garden,Choice Ribeye Steak with Mushrooms,$19.95 ,,,,,,,,,,,,,,,,,,,,,,,,
457,7,Urbana Garden,Boneless Pork Chops (3),$11.95 ,,,,,,,,,,,,,,,,,,,,,,,,
458,7,Urbana Garden,Boneless Pork Chops (2),$9.95 ,,,,,,,,,,,,,,,,,,,,,,,,
459,7,Urbana Garden,BBQ Pork Ribs Full Slab,$17.95 ,,,,,,,,,,,,,,,,,,,,,,,,
460,7,Urbana Garden,BBQ Pork Ribs Half Slab,$11.95 ,,,,,,,,,,,,,,,,,,,,,,,,
461,7,Urbana Garden,Chopped Sirloin Steak with Grilled Onions,$11.95 ,,,,,,,,,,,,,,,,,,,,,,,,
462,7,Urbana Garden,Steak and Shrimp,$15.95 ,8 oz. ribeye and 3 shrimp,,,,,,,,,,,,,,,,,,,,,,,
463,7,Urbana Garden,1/4 Broasted Chicken,$8.95 ,Our pressure fried chicken is crispy on the outside and juicy on the inside.,,,,,,,,,,,,,,,,,,,,,,,
464,7,Urbana Garden,1/2 Broasted Chicken,$10.95 ,Our pressure fried chicken is crispy on the outside and juicy on the inside.,,,,,,,,,,,,,,,,,,,,,,,
465,7,Urbana Garden,Shrimp in a Basket with Cocktail Sauce,$10.95 ,,,,,,,,,,,,,,,,,,,,,,,,
466,7,Urbana Garden,Fried Beer Battered Cod,$11.95 ,with Lemon and Tartar Sauce,,,,,,,,,,,,,,,,,,,,,,,
467,7,Urbana Garden,Broiled Salmon Steak,$14.95 ,with Lemon Butter,,,,,,,,,,,,,,,,,,,,,,,
468,7,Urbana Garden,Jumbo Louisiana French Fried Shrimp,$11.95 ,with Cocktail Sauce,,,,,,,,,,,,,,,,,,,,,,,
469,7,Urbana Garden,Broiled Tilapia,$12.95 ,with Lemon Butter,,,,,,,,,,,,,,,,,,,,,,,
470,7,Urbana Garden,Vegetable Stir Fry,$10.95 ,In a teriyaki glaze with fresh vegetables over rice. Served with a cup of soup or 1 trip to the salad bar.,,,,,,,,,,,,,,,,,,,,,,,
471,7,Urbana Garden,Shrimp Stir Fry,$13.95 ,In a teriyaki glaze with fresh vegetables over rice. Served with a cup of soup or 1 trip to the salad bar.,,,,,,,,,,,,,,,,,,,,,,,
472,7,Urbana Garden,Chicken Stir Fry,$12.95 ,In a teriyaki glaze with fresh vegetables over rice. Served with a cup of soup or 1 trip to the salad bar.,,,,,,,,,,,,,,,,,,,,,,,
473,7,Urbana Garden,Beef Stir Fry,$13.95 ,In a teriyaki glaze with fresh vegetables over rice. Served with a cup of soup or 1 trip to the salad bar.,,,,,,,,,,,,,,,,,,,,,,,
474,7,Urbana Garden,Fruit Pie,$3.95 ,A la mode: additional $0.95.,,,,,,,,,,,,,,,,,,,,,,,
475,7,Urbana Garden,Layer Cake,$3.95 ,,,,,,,,,,,,,,,,,,,,,,,,
476,7,Urbana Garden,Cheesecake and Fruit,$4.95 ,,,,,,,,,,,,,,,,,,,,,,,,
477,7,Urbana Garden,Shakes,$3.95 ,"Chocolate, vanilla or strawberry.",,,,,,,,,,,,,,,,,,,,,,,
478,7,Urbana Garden,Cream Pie,$3.95 ,,,,,,,,,,,,,,,,,,,,,,,,
479,7,Urbana Garden,Plain Cheesecake,$3.95 ,,,,,,,,,,,,,,,,,,,,,,,,
480,7,Urbana Garden,Ice Cream Dish,$1.95 ,,,,,,,,,,,,,,,,,,,,,,,,
481,7,Urbana Garden,Old-Fashioned Banana Split,$5.95 ,"A blend of 3 portions of quality ice cream, banana, 3 syrup flavors, then topped with whipped cream and a cherry.",,,,,,,,,,,,,,,,,,,,,,,
482,8,Baxsters American Grill,Steak Nachos,$11.00 ,with a homemade queso and pico de gallo,,,,,,,,,,,,,,,,,,,,,,,
483,8,Baxsters American Grill,Sticky Ribs,$13.00 ,dry rubbed then tossed with tangy mustard bbq sauce,,,,,,,,,,,,,,,,,,,,,,,
484,8,Baxsters American Grill,Grilled Atlantic Salmon,$22.00 ,cooked to order with dill dijon sauce served with green beans or garlic mashed potatoes,,,,,,,,,,,,,,,,,,,,,,,
485,8,Baxsters American Grill,Smothered Grilled Chicken,$19.00 ,Tender chicken breast topped with prosciutto and smoke gouda cheese with creamy roasted garlic & mushroom sauce served over garlic mashed potatoes with green beans,,,,,,,,1,,,,,,,,,,,,,,,
486,8,Baxsters American Grill,Seafood Jambalaya,$21.00 ,"shrimp, scallops, andouille sausage with a spicy blend of peppers & tomatoes served with white rice & topped with fresh avocado",,,,,,,,1,,,,,,,,,,,,,,,
487,8,Baxsters American Grill,Brazilian Steak Kabobs,$19.00 ,tender grilled balsamic marinated steak topped with chimichurri & served with grilled vegetable skewers & steamed rice,,,,,,,,1,,,,,,,,,,,,,,,
488,8,Baxsters American Grill,Filet Mignon,$32.00 ,8oz wrap in bacon with roasted garlic steak butter & served with garlic mashed potatoes or green beans,,,,,,,,,,,,,,,,,,,,,,,
489,8,Baxsters American Grill,Ny Strip,$29.00 ,14oz with roasted garlic steak butter & served with garlic mashed potatoes or green beans,,,,,,,,,,,,,,,,,,,,,,,
490,8,Baxsters American Grill,Chicken Piccata,$19.00 ,lightly breaded chicken breast over asparagus & linguini finished with lemon-butter caper sauce & grilled lemon,,,,,,,,,,,,,,,,,,,,,,,
491,8,Baxsters American Grill,Ribeye,$26.00 ,12oz with roasted garlic steak butter & served with garlic mashed potatoes or green beans,,,,,,,,,,,,,,,,,,,,,,,
492,8,Baxsters American Grill,Spaghetti & Meatballs,$19.00 ,"veal, pork & beef hand-rolled meatballs tossed with tender spaghetti and house marinara finished with fresh basil, shaved parmesan & garlic crostini",,,,,,,,,,,,,,,,,,,,,,,
493,8,Baxsters American Grill,Baxter'S Salad,$10.00 ,"baby mixed greens, smoked gouda, tomatoes, candied walnuts, apples, red onion, carrots & house apple vinaigrette add chicken, shrimp $4, or salmon* (cooked to order) $5",,,,,,,,,,,,,,,,,,,,,,,
494,8,Baxsters American Grill,Beet Salad,$11.00 ,"pickled gold & red beets, spring mix, sliced strawberries, Cajun cashews & goat cheese with champagne vinaigrette add chicken or shrimp $4 salmon* (cooked to order) $5",,,,,,,,,,,,,,,,,,,,,,,
